student_ID,Gender,EthnicGroup,ParentEduc,LunchType,TestPrep,ParentMaritalStatus,PracticeSport,IsFirstChild,NrSiblings,TransportMeans,WklyStudyHours,MathScore,ReadingScore,WritingScore,School
220,female,group B,some high school,free/reduced,none,married,sometimes,yes,3,school_bus,< 5,32,39,38,23
221,male,group D,master's degree,standard,none,divorced,regularly,yes,2,school_bus,5 to 10,95,84,86,23
222,male,group C,some college,free/reduced,none,widowed,sometimes,yes,NA,school_bus,5 to 10,57,54,46,23
223,male,group C,high school,free/reduced,completed,married,sometimes,yes,4,school_bus,< 5,52,50,52,23
224,female,group E,associate's degree,standard,completed,married,regularly,no,4,NA,5 to 10,80,75,83,23
225,female,group B,bachelor's degree,free/reduced,none,divorced,sometimes,no,1,school_bus,< 5,54,70,69,23
226,male,group C,some high school,standard,none,NA,never,yes,0,NA,< 5,44,44,43,23
227,male,group A,some college,free/reduced,NA,widowed,sometimes,no,4,school_bus,5 to 10,67,72,65,23
228,male,group C,high school,free/reduced,completed,married,regularly,NA,0,NA,> 10,65,80,73,23
229,female,group D,associate's degree,standard,none,divorced,sometimes,yes,2,school_bus,5 to 10,47,57,55,23
231,male,group D,associate's degree,standard,none,single,regularly,no,4,school_bus,< 5,77,79,75,23
232,male,group C,master's degree,standard,none,divorced,regularly,yes,5,school_bus,5 to 10,76,75,71,23
233,female,NA,some college,standard,none,single,sometimes,no,1,school_bus,5 to 10,68,78,84,23
234,female,group C,associate's degree,free/reduced,completed,single,sometimes,yes,2,school_bus,5 to 10,43,60,63,23
235,female,group A,some college,standard,completed,married,regularly,yes,1,private,< 5,74,77,83,23
236,female,group D,some high school,standard,none,single,sometimes,yes,NA,school_bus,> 10,42,62,66,23
237,male,group D,bachelor's degree,free/reduced,none,divorced,never,no,3,private,5 to 10,86,80,80,23
238,female,group E,some high school,standard,none,single,sometimes,yes,1,school_bus,< 5,71,80,79,23
239,male,group E,some high school,free/reduced,completed,married,regularly,yes,3,school_bus,< 5,68,60,62,23
240,female,group D,associate's degree,free/reduced,none,married,regularly,no,2,school_bus,< 5,42,63,59,23
241,male,group C,some college,standard,completed,married,never,yes,1,private,5 to 10,92,87,91,23
242,female,group D,some high school,standard,none,married,regularly,yes,2,private,5 to 10,58,66,63,23
243,male,group D,high school,standard,none,single,sometimes,NA,2,school_bus,< 5,64,50,51,23
244,female,group A,associate's degree,free/reduced,none,married,sometimes,yes,1,school_bus,5 to 10,68,85,77,23
245,female,group B,high school,standard,none,married,sometimes,no,1,private,5 to 10,72,83,81,23
246,female,NA,some high school,standard,completed,divorced,sometimes,no,3,NA,5 to 10,63,78,77,23
247,female,group B,some high school,standard,completed,single,sometimes,yes,2,school_bus,5 to 10,83,99,100,23
248,male,group C,some high school,free/reduced,completed,married,sometimes,yes,0,school_bus,> 10,51,58,47,23
249,male,group C,some high school,standard,none,married,sometimes,no,7,private,5 to 10,69,84,75,23
250,female,group B,some college,standard,none,widowed,never,yes,2,school_bus,< 5,64,75,77,23
251,female,group B,bachelor's degree,free/reduced,none,married,sometimes,yes,1,private,5 to 10,49,66,64,23
252,male,group C,NA,standard,none,married,sometimes,no,3,private,< 5,39,43,28,23
253,female,group C,some high school,standard,none,single,sometimes,yes,2,school_bus,NA,56,64,61,23
254,female,group D,associate's degree,free/reduced,completed,NA,sometimes,yes,1,private,> 10,55,66,69,23
255,female,group D,some college,free/reduced,none,married,sometimes,yes,1,school_bus,5 to 10,57,60,66,23
256,male,group D,associate's degree,free/reduced,none,married,regularly,no,NA,school_bus,5 to 10,24,32,29,23
257,female,group C,high school,standard,none,married,sometimes,yes,2,private,5 to 10,75,75,83,23
258,female,group E,some college,standard,none,married,sometimes,yes,3,school_bus,5 to 10,99,98,98,23
259,male,group E,master's degree,standard,none,married,sometimes,yes,3,school_bus,< 5,86,82,75,23
260,female,group D,some college,standard,none,NA,regularly,no,4,school_bus,< 5,39,50,49,23
261,female,group C,high school,standard,completed,divorced,regularly,no,1,school_bus,> 10,72,84,77,23
262,male,group A,some college,free/reduced,none,married,sometimes,no,5,school_bus,5 to 10,29,31,27,23
263,female,group A,associate's degree,free/reduced,completed,divorced,never,yes,1,school_bus,NA,35,46,41,23
264,male,group E,some high school,standard,completed,single,regularly,yes,3,school_bus,< 5,92,90,89,23
265,female,group B,some high school,standard,none,married,sometimes,yes,0,school_bus,< 5,58,65,59,23
266,male,group E,some college,standard,completed,married,sometimes,yes,4,school_bus,5 to 10,100,93,93,23
269,female,group C,some college,standard,completed,single,sometimes,yes,2,private,> 10,80,89,90,23
270,male,group D,some high school,standard,none,married,never,yes,1,school_bus,> 10,54,56,55,23
271,female,group C,some college,standard,none,married,sometimes,no,4,private,5 to 10,35,50,51,23
272,female,group C,some high school,standard,none,divorced,never,yes,3,private,< 5,79,78,81,23
273,male,group C,some college,standard,NA,single,sometimes,yes,NA,private,< 5,77,86,83,23
274,male,group C,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,5 to 10,42,30,33,23
276,male,group E,associate's degree,standard,NA,divorced,never,yes,4,school_bus,5 to 10,63,47,44,23
277,male,group A,high school,free/reduced,NA,married,regularly,no,3,NA,5 to 10,46,45,45,23
278,male,group D,high school,free/reduced,completed,married,sometimes,yes,NA,private,5 to 10,57,60,60,23
279,female,group D,associate's degree,standard,completed,single,never,yes,3,school_bus,5 to 10,74,90,93,23
280,male,group B,some college,standard,none,single,sometimes,yes,3,private,5 to 10,51,44,43,23
281,female,group C,high school,free/reduced,completed,divorced,regularly,yes,0,school_bus,5 to 10,84,93,90,23
282,male,group B,bachelor's degree,standard,none,single,sometimes,no,1,school_bus,5 to 10,49,45,45,23
283,female,group B,associate's degree,standard,completed,single,regularly,yes,4,private,5 to 10,60,63,65,23
284,female,group D,NA,standard,none,married,sometimes,yes,1,school_bus,5 to 10,66,70,75,23
285,male,NA,master's degree,standard,none,single,regularly,NA,1,NA,> 10,46,46,45,23
286,female,group E,master's degree,standard,NA,married,regularly,yes,0,school_bus,< 5,70,71,73,23
287,male,group C,high school,free/reduced,completed,divorced,regularly,yes,3,private,5 to 10,73,78,66,23
288,female,group D,some college,standard,none,divorced,never,yes,3,private,5 to 10,73,74,77,23
289,female,group E,NA,free/reduced,none,married,sometimes,yes,0,private,< 5,80,83,78,23
290,male,group C,master's degree,standard,none,married,never,yes,0,school_bus,NA,71,70,68,23
291,male,group D,some high school,standard,completed,married,sometimes,yes,1,private,< 5,68,56,53,23
292,female,group C,master's degree,standard,completed,divorced,never,no,2,private,> 10,66,77,79,23
293,female,group C,some high school,standard,none,single,never,yes,2,NA,> 10,57,58,54,23
294,male,group D,some high school,standard,completed,married,regularly,yes,1,school_bus,< 5,80,78,78,23
295,female,group D,bachelor's degree,standard,none,married,sometimes,no,4,NA,> 10,59,63,63,23
296,female,group C,some high school,standard,completed,divorced,sometimes,yes,4,private,< 5,48,69,66,23
298,female,group C,master's degree,standard,none,divorced,regularly,yes,2,private,< 5,63,69,71,23
299,male,group B,bachelor's degree,free/reduced,none,married,regularly,yes,1,school_bus,5 to 10,64,61,57,23
300,male,group B,some college,standard,none,married,NA,yes,2,NA,5 to 10,56,50,45,23
302,male,group B,some high school,free/reduced,completed,married,sometimes,yes,0,private,> 10,58,57,54,23
303,female,group C,high school,free/reduced,none,married,regularly,yes,0,NA,< 5,61,67,64,23
304,female,group C,some high school,standard,none,single,sometimes,yes,3,NA,> 10,51,52,56,23
305,male,group E,bachelor's degree,standard,completed,married,sometimes,yes,1,private,5 to 10,86,80,85,23
306,male,group A,some high school,standard,none,single,never,no,1,school_bus,5 to 10,72,62,58,23
307,female,group E,associate's degree,standard,none,married,never,yes,1,school_bus,5 to 10,76,76,71,23
308,male,group B,some college,standard,completed,married,regularly,yes,3,school_bus,> 10,70,59,62,23
309,male,group B,associate's degree,standard,completed,single,regularly,yes,2,school_bus,5 to 10,64,64,62,23
310,female,group D,some college,free/reduced,completed,married,never,no,4,school_bus,5 to 10,72,86,85,23
311,male,group D,some college,free/reduced,none,divorced,sometimes,no,4,private,NA,34,43,35,23
312,female,group C,bachelor's degree,free/reduced,completed,married,never,no,1,school_bus,NA,65,83,90,23
313,male,group D,some high school,free/reduced,none,married,sometimes,no,2,school_bus,> 10,48,49,45,23
314,female,group B,high school,standard,completed,married,sometimes,no,1,private,NA,72,82,83,23
315,male,group B,some college,free/reduced,completed,single,sometimes,no,2,private,5 to 10,45,55,48,23
317,male,group B,some college,standard,none,single,sometimes,yes,0,school_bus,> 10,80,84,79,23
318,male,NA,bachelor's degree,standard,completed,single,never,no,3,school_bus,5 to 10,66,56,57,23
320,female,group D,bachelor's degree,standard,none,divorced,regularly,yes,3,private,5 to 10,76,89,93,23
321,female,group C,some college,standard,none,single,sometimes,yes,0,private,< 5,67,66,72,23
322,male,group D,some college,standard,none,married,sometimes,yes,1,private,5 to 10,75,70,69,23
323,male,group C,NA,standard,none,single,sometimes,no,4,school_bus,> 10,77,66,63,23
324,female,group C,high school,free/reduced,completed,married,regularly,no,2,private,< 5,84,89,89,23
325,male,group B,some high school,standard,none,married,regularly,no,1,school_bus,5 to 10,73,55,57,23
326,female,group C,associate's degree,standard,none,single,regularly,no,1,school_bus,5 to 10,73,76,73,23
327,female,group B,associate's degree,standard,none,married,sometimes,yes,1,private,5 to 10,69,74,73,23
328,female,group C,associate's degree,standard,none,single,sometimes,yes,3,school_bus,5 to 10,80,74,77,23
329,female,group B,some high school,standard,none,married,sometimes,yes,1,private,5 to 10,55,67,66,23
330,female,group C,high school,standard,none,married,sometimes,no,NA,school_bus,< 5,80,82,78,23
331,female,group A,high school,standard,none,married,regularly,yes,2,school_bus,< 5,37,52,53,23
332,male,group E,master's degree,standard,none,married,regularly,yes,2,school_bus,5 to 10,100,94,93,23
333,male,group D,high school,standard,none,married,sometimes,yes,1,NA,5 to 10,72,68,64,23
334,male,group A,some college,standard,none,married,sometimes,yes,2,school_bus,< 5,63,65,60,23
335,male,group C,high school,free/reduced,none,married,sometimes,NA,2,NA,5 to 10,52,45,48,23
336,male,group E,some college,standard,none,married,sometimes,yes,4,school_bus,> 10,79,66,69,23
337,female,NA,associate's degree,standard,NA,married,never,no,3,NA,5 to 10,59,70,64,23
338,male,group E,some college,standard,completed,divorced,regularly,yes,5,private,< 5,82,61,72,23
339,male,group C,some college,free/reduced,none,married,regularly,no,NA,NA,5 to 10,50,54,52,23
340,male,group E,some high school,standard,NA,married,sometimes,yes,2,school_bus,5 to 10,76,70,66,23
341,male,group D,some college,free/reduced,completed,married,regularly,NA,0,school_bus,5 to 10,58,63,59,23
342,male,group E,master's degree,standard,completed,single,never,yes,2,private,5 to 10,92,88,89,23
343,male,group E,master's degree,standard,none,divorced,sometimes,NA,1,private,< 5,71,65,64,23
344,male,group B,some college,standard,completed,single,sometimes,yes,2,private,< 5,70,66,69,23
345,female,group C,some high school,standard,none,married,never,no,1,private,< 5,63,66,65,23
346,female,group C,some college,standard,none,married,regularly,yes,0,private,5 to 10,75,86,82,23
347,female,group B,some college,standard,none,single,never,no,1,school_bus,> 10,57,59,65,23
349,male,group E,high school,standard,none,single,regularly,no,3,private,> 10,70,67,66,23
350,male,group D,high school,standard,none,married,regularly,yes,1,school_bus,< 5,78,70,71,23
351,male,group E,some high school,standard,none,single,regularly,yes,3,school_bus,> 10,59,53,42,23
352,male,group B,high school,free/reduced,completed,divorced,regularly,yes,2,private,< 5,43,46,40,23
353,male,group C,high school,standard,none,married,regularly,no,NA,private,5 to 10,78,81,74,23
354,female,group C,master's degree,standard,completed,divorced,sometimes,yes,2,school_bus,5 to 10,75,86,94,23
355,male,group C,some college,standard,none,married,sometimes,yes,1,school_bus,5 to 10,70,65,62,23
356,male,group B,bachelor's degree,standard,completed,married,sometimes,no,NA,school_bus,5 to 10,55,47,51,23
357,male,group C,some high school,standard,NA,married,sometimes,yes,1,school_bus,< 5,71,68,64,23
358,male,group B,some college,standard,none,married,regularly,yes,3,school_bus,5 to 10,62,59,55,23
359,female,group A,master's degree,standard,completed,married,sometimes,yes,2,private,5 to 10,68,92,91,23
360,female,group C,high school,standard,NA,married,sometimes,no,1,school_bus,5 to 10,68,74,78,23
361,female,group D,high school,free/reduced,none,single,sometimes,no,1,private,< 5,42,54,57,23
362,male,group C,associate's degree,free/reduced,completed,married,sometimes,no,5,private,5 to 10,70,60,58,23
363,female,group D,some college,standard,none,married,regularly,yes,4,school_bus,5 to 10,90,89,84,23
364,male,group E,some college,free/reduced,none,single,regularly,yes,6,private,5 to 10,58,48,47,23
365,male,group C,high school,standard,none,married,sometimes,yes,3,private,5 to 10,63,61,52,23
366,female,group C,some high school,standard,none,married,sometimes,no,2,school_bus,5 to 10,52,68,62,23
367,female,group C,some high school,standard,none,widowed,sometimes,yes,1,private,< 5,77,90,88,23
368,male,group E,associate's degree,standard,completed,single,sometimes,yes,1,school_bus,5 to 10,75,69,69,23
369,male,group A,some high school,standard,none,single,sometimes,no,NA,private,5 to 10,70,80,69,23
370,male,group B,some high school,free/reduced,completed,married,regularly,yes,4,private,5 to 10,59,47,53,23
371,female,group D,some college,standard,none,married,sometimes,yes,1,private,> 10,94,100,100,23
372,female,group C,some college,free/reduced,completed,divorced,sometimes,yes,2,NA,> 10,72,83,91,23
373,male,group B,some high school,standard,none,divorced,regularly,no,2,school_bus,5 to 10,72,60,61,23
374,male,group C,associate's degree,standard,NA,single,regularly,yes,3,private,5 to 10,95,85,79,23
375,female,group E,some high school,free/reduced,completed,divorced,sometimes,yes,1,private,5 to 10,76,81,82,23
376,female,group C,associate's degree,standard,completed,divorced,regularly,yes,3,private,5 to 10,71,71,73,23
377,female,group E,associate's degree,free/reduced,completed,single,sometimes,yes,1,private,5 to 10,71,87,86,23
379,female,group C,high school,standard,completed,married,sometimes,no,1,NA,> 10,79,84,90,23
380,male,group C,some college,standard,none,married,sometimes,NA,1,school_bus,< 5,62,65,60,23
381,male,group D,some high school,standard,none,married,regularly,no,1,private,5 to 10,45,35,33,23
382,male,group E,associate's degree,standard,none,divorced,NA,no,1,school_bus,< 5,75,65,54,23
383,female,group C,some college,standard,none,married,sometimes,yes,3,NA,5 to 10,86,89,87,23
384,female,group C,some college,standard,none,single,sometimes,yes,1,private,< 5,62,64,62,23
385,female,group C,bachelor's degree,free/reduced,completed,married,NA,yes,3,school_bus,5 to 10,66,78,83,23
386,female,group B,high school,standard,completed,divorced,regularly,yes,1,school_bus,5 to 10,84,90,90,23
388,female,group D,associate's degree,standard,completed,married,regularly,yes,0,school_bus,> 10,79,85,93,23
389,female,group D,some high school,free/reduced,none,single,sometimes,no,1,school_bus,5 to 10,50,65,67,23
390,female,group B,bachelor's degree,standard,none,single,regularly,yes,1,school_bus,< 5,88,91,86,23
391,male,group B,master's degree,standard,none,divorced,regularly,yes,0,school_bus,< 5,84,86,85,23
392,male,group E,associate's degree,free/reduced,none,married,sometimes,yes,0,school_bus,> 10,84,87,80,23
393,female,group D,some college,standard,completed,married,sometimes,yes,1,private,> 10,65,66,73,23
394,male,group C,some high school,standard,none,NA,regularly,no,1,school_bus,5 to 10,85,87,78,23
395,female,group C,some high school,standard,none,married,never,yes,2,private,< 5,58,71,71,23
396,male,group C,high school,standard,none,married,sometimes,no,1,private,5 to 10,54,60,45,23
397,female,group B,associate's degree,standard,none,single,never,no,1,private,5 to 10,46,59,60,23
398,female,group E,some high school,free/reduced,completed,divorced,regularly,yes,3,private,5 to 10,77,82,78,23
399,male,group C,bachelor's degree,free/reduced,none,divorced,regularly,yes,1,private,5 to 10,56,47,51,23
400,female,group A,associate's degree,standard,none,married,sometimes,NA,1,private,5 to 10,74,85,84,23
401,male,group C,some high school,standard,none,married,sometimes,no,2,private,5 to 10,94,81,77,23
402,male,group D,high school,free/reduced,completed,divorced,sometimes,no,3,private,< 5,80,77,81,23
403,female,group D,high school,free/reduced,completed,married,sometimes,yes,1,NA,5 to 10,37,50,52,23
404,male,group A,some high school,standard,none,married,regularly,yes,3,school_bus,< 5,71,66,61,23
405,male,group E,some high school,standard,completed,divorced,sometimes,no,2,school_bus,5 to 10,75,69,71,23
406,female,group E,high school,standard,none,divorced,never,no,1,private,< 5,79,81,83,23
407,female,group C,high school,standard,none,single,regularly,NA,4,private,< 5,55,67,64,23
408,female,group C,associate's degree,standard,completed,single,regularly,no,3,school_bus,5 to 10,83,92,95,23
409,male,group C,some high school,standard,completed,married,regularly,yes,3,school_bus,5 to 10,63,68,62,23
410,male,group B,associate's degree,standard,completed,married,regularly,yes,1,private,5 to 10,81,66,65,23
411,male,group C,NA,standard,completed,married,sometimes,no,1,school_bus,< 5,69,72,67,23
412,female,group B,some high school,free/reduced,none,divorced,sometimes,no,2,school_bus,5 to 10,72,78,75,23
413,female,group B,bachelor's degree,free/reduced,completed,divorced,sometimes,yes,2,private,NA,44,51,58,23
414,female,group E,some high school,standard,completed,divorced,sometimes,yes,0,private,5 to 10,66,65,64,23
415,male,group C,high school,standard,none,married,regularly,yes,0,school_bus,5 to 10,91,82,74,23
416,female,group C,associate's degree,free/reduced,none,married,sometimes,yes,2,NA,> 10,59,75,72,23
417,male,group B,some high school,standard,none,married,regularly,no,1,school_bus,> 10,66,65,64,23
418,male,group A,associate's degree,free/reduced,none,single,sometimes,yes,2,school_bus,5 to 10,71,68,71,23
419,female,group D,bachelor's degree,free/reduced,none,married,regularly,no,1,NA,5 to 10,62,72,78,23
420,female,NA,some college,free/reduced,none,married,NA,no,6,school_bus,> 10,50,53,61,23
421,male,group C,some college,standard,none,married,regularly,NA,2,school_bus,5 to 10,85,84,83,23
422,male,group A,some college,free/reduced,completed,married,regularly,no,1,school_bus,5 to 10,45,48,45,23
423,female,group A,associate's degree,standard,completed,married,never,yes,1,private,5 to 10,68,77,78,23
424,male,group A,high school,standard,NA,divorced,sometimes,no,1,private,5 to 10,69,66,67,23
425,female,group B,some college,standard,NA,married,regularly,no,3,school_bus,5 to 10,75,82,80,23
426,male,group E,some high school,free/reduced,completed,married,never,yes,NA,school_bus,5 to 10,89,83,82,23
427,male,group E,associate's degree,standard,completed,single,sometimes,yes,5,school_bus,5 to 10,83,72,70,23
428,male,group C,some high school,standard,none,single,regularly,yes,3,school_bus,< 5,76,80,70,23
429,male,group B,high school,free/reduced,none,single,regularly,no,1,school_bus,< 5,60,59,56,23
430,female,NA,bachelor's degree,standard,completed,married,sometimes,no,1,NA,5 to 10,55,71,72,23
431,male,NA,some college,standard,completed,married,never,yes,0,school_bus,< 5,78,76,76,23
432,male,group D,some college,standard,none,married,sometimes,yes,5,private,< 5,54,56,52,23
433,female,group C,some college,standard,completed,married,regularly,no,2,private,< 5,86,93,91,23
434,female,group D,bachelor's degree,standard,none,married,sometimes,NA,3,private,< 5,71,74,81,23
435,male,group A,high school,standard,NA,married,regularly,yes,2,private,5 to 10,84,77,74,23
436,female,group A,NA,standard,none,divorced,never,yes,3,private,5 to 10,72,84,81,23
437,female,group A,some high school,standard,none,married,sometimes,yes,2,school_bus,< 5,49,57,56,23
438,female,group D,some high school,standard,none,married,regularly,no,4,private,5 to 10,72,79,76,23
440,female,group C,high school,free/reduced,none,married,never,yes,1,NA,5 to 10,50,51,50,23
441,female,group B,bachelor's degree,standard,none,married,sometimes,yes,5,school_bus,< 5,83,98,96,23
442,male,group D,high school,standard,none,single,sometimes,yes,1,private,5 to 10,64,48,50,23
443,female,group D,high school,standard,NA,married,sometimes,yes,2,NA,5 to 10,53,62,58,23
444,female,group C,associate's degree,standard,none,single,regularly,no,NA,NA,> 10,64,76,74,23
445,male,group E,associate's degree,standard,none,divorced,regularly,no,1,private,5 to 10,100,96,94,23
446,female,NA,high school,free/reduced,completed,married,never,yes,1,private,5 to 10,57,72,72,23
447,female,group C,high school,standard,none,married,regularly,yes,2,private,< 5,66,82,73,23
448,male,NA,associate's degree,standard,completed,married,regularly,NA,1,school_bus,< 5,93,90,95,23
449,male,group C,NA,standard,completed,single,regularly,yes,0,private,< 5,69,65,64,23
450,female,group C,high school,standard,completed,divorced,regularly,no,1,school_bus,NA,70,77,82,23
451,female,NA,some college,free/reduced,completed,married,sometimes,no,1,private,< 5,43,66,66,23
452,female,group A,high school,free/reduced,none,divorced,regularly,yes,4,private,5 to 10,42,51,50,23
453,male,group D,some college,standard,none,single,sometimes,no,1,school_bus,5 to 10,79,69,67,23
454,female,group C,master's degree,standard,completed,married,regularly,yes,4,school_bus,5 to 10,91,96,97,23
456,female,group D,some college,standard,none,divorced,never,yes,2,school_bus,5 to 10,74,79,79,23
457,male,group D,some high school,standard,none,divorced,regularly,no,2,school_bus,5 to 10,69,66,70,23
458,female,NA,associate's degree,standard,none,married,sometimes,yes,4,school_bus,> 10,79,73,75,23
459,female,NA,NA,standard,completed,single,sometimes,yes,3,school_bus,5 to 10,62,72,77,23
460,female,group C,some college,standard,completed,married,never,yes,1,private,5 to 10,75,86,84,23
461,male,group D,associate's degree,standard,none,married,regularly,no,1,private,< 5,67,63,63,23
462,male,group C,high school,standard,completed,married,sometimes,yes,2,school_bus,5 to 10,59,56,60,23
463,male,group E,bachelor's degree,free/reduced,completed,married,never,no,1,school_bus,5 to 10,73,74,70,23
464,male,group C,high school,standard,NA,married,sometimes,yes,4,school_bus,5 to 10,82,83,67,23
465,male,group D,associate's degree,free/reduced,none,single,sometimes,yes,4,private,5 to 10,67,57,66,23
466,male,group D,associate's degree,free/reduced,none,widowed,regularly,no,3,school_bus,5 to 10,56,49,44,23
467,male,group C,some high school,standard,none,married,sometimes,yes,3,private,5 to 10,32,31,26,23
468,female,group B,high school,free/reduced,completed,single,sometimes,yes,6,private,NA,56,75,71,23
469,male,group E,some high school,free/reduced,completed,married,sometimes,no,2,school_bus,< 5,63,65,63,23
470,male,group C,bachelor's degree,standard,none,divorced,regularly,yes,3,private,< 5,66,64,61,23
471,female,group D,high school,standard,none,single,regularly,yes,7,school_bus,< 5,92,91,94,23
472,female,NA,NA,standard,none,single,sometimes,NA,2,private,5 to 10,95,100,98,23
474,female,group B,associate's degree,standard,none,single,sometimes,yes,1,school_bus,< 5,67,72,71,23
475,male,group D,associate's degree,standard,none,divorced,sometimes,no,2,school_bus,5 to 10,76,60,63,23
477,male,group E,some high school,free/reduced,NA,married,never,yes,1,private,5 to 10,59,56,44,23
478,male,group D,high school,standard,none,divorced,sometimes,yes,2,school_bus,> 10,69,70,66,23
479,male,group C,some high school,free/reduced,none,married,sometimes,yes,0,private,5 to 10,73,70,58,23
480,male,group C,some college,standard,none,single,sometimes,yes,3,private,< 5,59,51,50,23
481,female,group C,some high school,standard,none,married,regularly,no,3,school_bus,NA,76,70,73,23
482,female,group E,bachelor's degree,standard,completed,NA,sometimes,no,3,private,< 5,62,73,76,23
483,female,group D,some college,standard,completed,single,never,yes,3,private,5 to 10,83,98,97,23
484,female,group C,associate's degree,free/reduced,none,married,sometimes,no,2,school_bus,< 5,46,48,49,23
485,female,group D,some college,free/reduced,completed,single,never,yes,1,private,< 5,67,82,85,23
486,male,group E,high school,free/reduced,none,married,sometimes,yes,0,school_bus,< 5,64,57,43,23
487,male,group A,associate's degree,standard,none,married,sometimes,yes,0,school_bus,> 10,61,69,68,23
488,female,group C,NA,standard,NA,married,never,yes,1,private,< 5,63,69,69,23
489,male,group C,some college,standard,none,married,regularly,yes,0,private,< 5,82,70,65,23
490,female,group A,associate's degree,standard,completed,married,regularly,no,1,school_bus,5 to 10,44,42,52,23
491,male,group D,some high school,standard,none,single,regularly,NA,0,private,5 to 10,59,52,49,23
492,female,group C,bachelor's degree,standard,completed,single,never,yes,0,school_bus,5 to 10,86,85,97,23
493,male,group C,high school,standard,completed,married,regularly,yes,3,private,5 to 10,73,70,71,23
494,male,group D,some college,standard,none,married,never,yes,1,school_bus,5 to 10,97,89,84,23
495,female,group A,associate's degree,free/reduced,none,divorced,sometimes,yes,2,school_bus,< 5,61,77,70,23
496,male,group D,master's degree,free/reduced,none,married,never,yes,4,NA,> 10,87,79,85,23
497,female,group C,high school,standard,none,single,regularly,yes,2,school_bus,< 5,62,71,75,23
498,female,group C,NA,standard,completed,married,never,NA,3,private,5 to 10,46,62,59,23
499,female,group D,master's degree,standard,NA,single,regularly,no,2,school_bus,< 5,71,70,70,23
500,male,group D,associate's degree,standard,none,married,sometimes,yes,2,private,5 to 10,71,63,67,23
501,female,group C,some high school,standard,none,single,regularly,yes,1,school_bus,5 to 10,46,51,50,23
502,female,group D,some college,standard,none,single,sometimes,no,2,private,5 to 10,66,68,61,23
503,female,group C,associate's degree,standard,completed,divorced,regularly,yes,2,private,5 to 10,67,75,80,23
505,female,group C,NA,standard,completed,single,regularly,yes,0,private,< 5,63,84,83,23
506,female,group B,associate's degree,standard,none,married,regularly,yes,1,private,5 to 10,83,96,95,23
507,male,group C,high school,standard,none,divorced,sometimes,yes,NA,private,< 5,46,59,48,23
508,female,group E,some high school,standard,none,married,NA,yes,NA,school_bus,< 5,64,70,65,23
509,female,group B,high school,standard,none,married,regularly,yes,3,school_bus,> 10,68,82,80,23
510,female,group A,some college,standard,none,single,sometimes,yes,3,school_bus,5 to 10,70,80,77,23
511,female,group B,NA,free/reduced,none,single,regularly,yes,2,private,< 5,66,76,75,23
512,male,group C,some college,free/reduced,none,married,regularly,no,1,school_bus,> 10,76,74,67,23
513,female,group C,some college,standard,none,married,sometimes,yes,1,school_bus,> 10,53,55,61,23
514,female,group B,bachelor's degree,free/reduced,none,divorced,regularly,yes,0,NA,5 to 10,37,58,59,23
515,female,group B,some college,free/reduced,none,NA,sometimes,yes,2,private,5 to 10,63,72,71,23
516,male,NA,master's degree,standard,completed,married,regularly,NA,3,school_bus,< 5,86,79,84,23
518,male,group B,associate's degree,free/reduced,completed,single,regularly,yes,1,private,> 10,68,74,70,23
519,male,group C,some high school,standard,completed,NA,sometimes,yes,NA,school_bus,> 10,77,66,73,23
520,male,group E,some college,standard,none,divorced,never,no,2,school_bus,5 to 10,94,71,75,23
521,male,NA,some high school,standard,completed,NA,sometimes,no,2,private,NA,53,42,45,23
522,female,group C,high school,standard,none,married,sometimes,no,1,school_bus,< 5,65,76,70,23
523,female,group C,master's degree,free/reduced,none,divorced,NA,no,4,school_bus,5 to 10,54,70,73,23
525,female,group D,some high school,free/reduced,completed,divorced,sometimes,yes,1,NA,5 to 10,53,62,63,23
526,female,group C,some high school,standard,none,single,sometimes,no,3,private,< 5,57,61,61,23
527,male,group C,high school,standard,NA,married,regularly,yes,3,school_bus,< 5,83,79,71,23
528,male,group E,some college,free/reduced,completed,married,sometimes,NA,2,private,5 to 10,78,85,79,23
530,male,group D,some high school,standard,none,married,regularly,no,3,school_bus,NA,69,74,67,23
532,male,group B,bachelor's degree,standard,none,married,sometimes,no,NA,school_bus,5 to 10,69,78,69,23
533,male,group D,some college,standard,completed,divorced,never,yes,2,school_bus,5 to 10,96,91,91,23
534,male,group D,high school,free/reduced,completed,married,never,no,1,private,< 5,50,47,43,23
535,female,group C,some high school,standard,none,married,sometimes,yes,2,private,< 5,53,63,64,23
536,male,group C,some college,free/reduced,none,married,regularly,yes,1,private,NA,65,62,59,23
537,male,group D,high school,standard,none,married,sometimes,no,2,private,> 10,83,82,77,23
538,female,group C,bachelor's degree,standard,NA,married,sometimes,yes,3,school_bus,> 10,84,86,87,23
539,female,group B,master's degree,standard,completed,married,sometimes,no,1,school_bus,5 to 10,88,93,100,23
540,male,group D,some college,free/reduced,none,divorced,sometimes,yes,2,school_bus,> 10,83,76,72,23
541,female,group E,some high school,standard,completed,divorced,sometimes,no,6,private,5 to 10,71,83,78,23
542,female,group D,associate's degree,standard,none,divorced,regularly,yes,3,school_bus,< 5,56,66,64,23
543,female,group C,some high school,standard,none,married,regularly,yes,7,school_bus,< 5,53,62,60,23
544,female,group D,bachelor's degree,standard,none,single,sometimes,no,1,school_bus,< 5,75,89,92,23
